SMILES,BBB+/BBB-
Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1cc(I)ccc1C2,BBB+
Cc1ncc(COC(=O)CCC(=O)OCCN(C)C)c(CO)c1O,BBB+
NC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,BBB+
O=C1CCc2ccc(O)n21,BBB+
O=C1CCNC1C(=O)NC1CC1c1ccccc1,BBB+
OCCC1CCC(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,BBB+
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,BBB+
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,BBB+
CC1COc2c(N3CCN(C)CC3)c(F)c(C(=O)O)c3c(=O)ccn1c23,BBB+
Cc1ccc(C(=O)NCC2CN=C(c3ccc(F)cc3)c3ccc(C)cc3N2C)cc1,BBB+
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,BBB+
C=CCN1CCc2nc(N)sc2CC1,BBB+
CC(=O)c1ccc2c(c1)Sc1ccccc1N2CCCN1CCN(CCO)CC1,BBB+
CC(C)(N)Cc1ccccc1,BBB+
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,BBB+
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,BBB+
CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,BBB+
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,BBB+
CCC1(c2cccc(O)c2)CCCCN(C)C1,BBB+
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,BBB+
CCCNC1CCc2nc(N)sc2C1,BBB+
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,BBB+
CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,BBB+
CCNC(C)Cc1cccc(C(F)(F)F)c1,BBB+
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,BBB+
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,BBB+
CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,BBB+
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,BBB+
CN(C)CCN(Cc1ccccc1)c1ccccn1,BBB+
CN(C)CCOC1=Cc2cc(Cl)ccc2Sc2ccccc21,BBB+
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,BBB+
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,BBB+
CN1C(=O)CC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)NC1=O,BBB+
CN1C(=O)CNC(C2=CCCCC2)c2cc(Cl)ccc21,BBB+
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,BBB+
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,BBB+
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,BBB+
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,BBB+
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,BBB+
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,BBB+
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,BBB+
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,BBB+
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,BBB+
CNC(C)C(O)c1ccccc1,BBB+
COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,BBB+
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,BBB+
COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC,BBB+
Cc1cccc(C(C)c2c[nH]cn2)c1C,BBB+
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,BBB+
ClCCc1cncs1,BBB+
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,BBB+
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,BBB+
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,BBB+
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,BBB+
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,BBB+
OCC(O)COc1ccc(Cl)cc1,BBB+
Brc1c(NC2=NCCN2)ccc2nccnc12,BBB+
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,BBB+
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,BBB+
CNCC(O)c1cccc(O)c1,BBB+
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,BBB+
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,BBB+
Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,BBB+
c1ccc(CC2=NCCN2)cc1,BBB+
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,BBB+
CC(Cc1ccccc1)NC(=O)C(N)CCCCN,BBB+
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,BBB+
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,BBB+
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,BBB+
CCC(c1cccc(O)c1)C(C)CN(C)C,BBB+
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,BBB+
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,BBB+
CCCCN1CC(O)C(O)C(O)C1CO,BBB+
CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,BBB+
CCN(CCC(c1ccccc1)c1cc(C)ccc1O)C(C)C,BBB+
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,BBB+
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,BBB+
CNC(C)CCC=C(C)C,BBB+
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,BBB+
Clc1ccc2nsnc2c1NC1=NCCN1,BBB+
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,BBB+
Nc1ccncc1,BBB+
Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,BBB+
O=C(O)CCCO,BBB+
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,BBB+
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,BBB+
O=c1cc[nH]n1-c1ccccc1,BBB+
O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,BBB+
C#S1(CC2OC(n3cnc4c3N=CNC4N)C(O)C2O)CCC(N)C(=O)O1,BBB+
C1=CCc2c([nH]c3c2C(Cc2ccccc2)NCC3)C1,BBB+
C=C(C(=O)COC(=O)c1ccncc1)C1(C)CC(O)C2C(CC=C3CC(=O)CCC32C)C12COC(C=CC)O2,BBB+
C=CCN1CCC23c4c5ccc(O)c4C(O)(CCC)C4CC2(C=CC4(OC)C3OC)C1C5,BBB+
C=CCC1(C(C)C#CCC)C(=O)NC(O)N(C)C1O,BBB+
CC(=O)OCC(CCn1cnc2c1N=C(N)NC2)COC(C)=O,BBB+
CC(C)OCC(COC(C)C)OCn1cnc2c1N=C(N)NC2,BBB+
CC1=CC=CN2C(=O)C(CCN3CCC(c4noc5cc(F)ccc45)CC3)C(C)=NC12,BBB+
CC1=CCC2N(C)C3Cc4ccc(O)c5c4C2(C3)C1O5,BBB+
CC1=NC2Cc3ccccc3N=C(N3CCN(C)CC3)N2N1,BBB+
CCC1=C(C)N(N)C(c2ccc(OC)c(OC)c2)=C2C=C(OC)C(OC)=CC21,BBB+
CCCCCCCCCNC1N=CNc2[nH]ccc21,BBB+
CCCC1(O)C2CC34C=CC2(OC)C1C31CCN(C)C4Cc2ccc(OC(C)=O)c(OC)c21,BBB+
CCCC(C)C1(CC)C(=O)NC(O)NC1=O,BBB+
CCN(C(C)=O)c1cccc(C2=CC=NC3=C(C#N)CNN23)c1,BBB+
CCC(C)(O)C1C2C3CC34C3Cc5ccc(OC)c6c5C4(CCN3CC3CC3)C(O6)C21OC,BBB+
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,BBB+
CCc1cccc(NC(C)Nc2cccc(CC)c2)c1,BBB+
CN(C)C(=O)C1=NC(CNC(=O)CN)N(c2ccc(Cl)cc2C(=O)c2ccccc2Cl)N1,BBB+
CN1CCN(C2=Nc3cscc3C(CC#N)=C3CSC=C23)CC1,BBB+
CN1CC23C=CC(=O)CC24CC42CCCCC2C1C3,BBB+
CN=C1CN(O)C(c2ccccc2)c2cc(Cl)ccc2N1,BBB+
COC1=CC23CC24CCCCC4C2CC3(C=C1)CN2C,BBB+
CC(Cc1ccccc1)N1C=C(NC(=O)Nc2ccccc2)ON1,BBB+
CC1CC2CCCC(N3CCC3C(=O)O)(C1)C2,BBB+
ClC(=CN1CN=CN1)c1ccc(Cl)cc1Cl,BBB+
NC1=NCc2ncn(COCCO)c2N1,BBB+
NC1N=C(Cl)Nc2c1ncn2C1CC(O)C(CO)O1,BBB+
NC1NC(O)C2NCN(COC(CO)CO)C2N1,BBB+
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,BBB+
O=C(NC(CO)C(O)C1CCC([N+](=O)[O-])CC1)C(Cl)Cl,BBB+
O=C1CN(O)C(c2ccccc2)c2cc(Cl)ccc2N1,BBB+
O=C1N(CCCN2CCN(c3cccc(Cl)c3)CC2)NC2C=CC=CN12,BBB+
OC(CN1CN=CN1)(CN1CN=CN1)c1ccc(F)cc1F,BBB+
ON1CC(=NCC2CC2)Nc2ccc(Cl)cc2C1c1ccccc1,BBB+
OC1(c2ccc(Cl)cc2)c2ccccc2C2NCCN21,BBB+
c1ccc(C2CN3CCSC3N2)cc1,BBB+
c1ccc(C2CNC3NCCN32)cc1,BBB+
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,BBB+
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,BBB+
CC1=c2ccc(N(C)c3ccnc(Cc4ccc(C)c(S(N)(=O)=O)c4)n3)cc2=NC1C,BBB+
C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,BBB+
CCN1CCN(Cc2ccc(-c3cc4c(NC(C)c5ccccc5)ncnc4[nH]3)cc2)CC1,BBB+
CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1CC(O)(C(=O)OC)C5(C)O1)CNC3=O,BBB+
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,BBB+
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,BBB+
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BBB+
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,BBB+
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,BBB+
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,BBB+
C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,BBB+
NC(=O)N1c2ccccc2CCc2ccccc21,BBB+
O=C(O)C(Cl)Cl,BBB+
O=c1[nH]cc(O)[nH]1,BBB+
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,BBB+
OC1CCCCC1N1CCC(c2ccccc2)CC1,BBB+
c1ccc(-c2cc(-c3ccccc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1,BBB+
C#CC1(O)C=CC2C3CC=C4CC(=O)CCC4C3CCC21CC,BBB+
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C=CC21CC,BBB+
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,BBB+
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,BBB+
C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,BBB+
C#CC1(O)CCC2C3CCC4CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,BBB+
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,BBB+
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,BBB+
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,BBB+
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,BBB+
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,BBB+
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,BBB+
C=CCC1(C(C)CCC)C(=O)NC(=O)N=C1C,BBB+
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,BBB+
C=CC12CCC(OC3CC(OC)C(O)C(C)O3)CC1(O)CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,BBB+
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,BBB+
CC(=O)Nc1ccc(C(O)CNC(C)C)cc1,BBB+
CC(=O)Nc1ccccc1,BBB+
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,BBB+
CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C,BBB+
CC(=O)OC1(C(C)=O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,BBB+
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCCC341,BBB+
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,BBB+
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,BBB+
CC(C)(C)NCC(O)c1ccc(O)c(C(=O)O)c1,BBB+
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,BBB+
CC(C)(Oc1ccc(CCNC(=O)c2ccccc2)cc1)C(=O)O,BBB+
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,BBB+
CC(C)=CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,BBB+
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,BBB+
CC(C)COCC(CN1CCCC1)N(Cc1ccccc1)c1ccccc1,BBB+
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,BBB+
CC(C)NCC(O)c1cc(O)cc(O)c1,BBB+
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,BBB+
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,BBB+
CC(C)NCC(O)COc1cccc(NS(C)(=O)=O)c1,BBB+
CC(C)NC(C)C(O)c1cccc2ccccc12,BBB+
CC(C)NC(O)c1ccc(O)c(O)c1,BBB+
CC1(C)OC2CC3C4CCc5cc(O)ccc5C4(F)C(O)CC3(C)C2(C(=O)CO)O1,BBB+
CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,BBB+
CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,BBB+
CCC(=O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,BBB+
CCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,BBB+
CCCC(=O)C1(c2ccccc2)CCC=CC1N(C)C,BBB+
CCCC(CCC)CCCC1COCCN1CCO,BBB+
CCCCCC(=O)OC1(C(C)=O)CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC21C,BBB+
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,BBB+
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,BBB+
CCCCc1c(O)c(=O)n(-c2ccccc2)n1-c1ccccc1,BBB+
CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,BBB+
CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,BBB+
CCCNC(Cc1cccc2[nH]c(O)cc12)NCCC,BBB+
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,BBB+
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,BBB+
CCCc1cc(C(N)=S)ccn1,BBB+
CCCc1nc2c(n1Cc1ccc(-c3ccccc3C(=O)O)cc1)=CC(c1nc3ccccc3n1C)CC=2C,BBB+
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,BBB+
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,BBB+
CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2,BBB+
CCN(CC)CCOC(=O)C(Cc1ccc2ccccc2c1)CC1CCCO1,BBB+
CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,BBB+
CCN(CC)C(C)C(=O)c1ccccc1,BBB+
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,BBB+
CCN(CCO)CCC(C)Nc1ccnc2cc(Cl)ccc12,BBB+
CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,BBB+
CCN1CCC23C4C=CC(O)C2OC2C(=O)C=CC(CC41)C23,BBB+
CCN1CC(C(=O)O)C(=O)c2ccc(C)nc21,BBB+
CCNCC(C)c1cccc(C(F)(F)F)c1,BBB+
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,BBB+
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,BBB+
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,BBB+
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,BBB+
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,BBB+
CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,BBB+
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,BBB+
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,BBB+
CCOc1ccccc1OCC1COCCN1,BBB+
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,BBB+
CCC(C)C1C(C)C2CC3(CC4CC(CC=C(C)C(OC5CC(OC)C(OC6CC(OC)C(O)C(C)O6)C(C)O5)C(C)C=CC=C5COC6C(O)C(C)=CC(C(=O)O4)C56O)O3)OC21,BBB+
CCC(CO)NCCNC(CC)CO,BBB+
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,BBB+
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,BBB+
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,BBB+
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,BBB+
CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,BBB+
CCc1cccc2c1NC1C2CCOC1(CC(=O)O)CC(=O)O,BBB+
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,BBB+
CN(C)CCCC1c2ccccc2COc2ccccc21,BBB+
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,BBB+
CN(C)CCC(c1ccccc1)c1ccccn1,BBB+
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,BBB+
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,BBB+
CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O,BBB+
CN1C(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,BBB+
CN1CCCC(N2NC(Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,BBB+
CN1CCN(CCCCn2c(O)cn(N=Cc3ccc(-c4ccc(Cl)cc4)o3)c2=O)CC1,BBB+
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,BBB+
CN1C2CCC1CC(OC(=O)c1cn(C)c3ccccc13)C2,BBB+
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,BBB+
CN1c2ccccc2N(CCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,BBB+
CNS(=O)(=O)CCc1ccc2[nH]c(C3CCN(C)CC3)cc2c1,BBB+
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,BBB+
COC(=O)C1=C(C#N)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,BBB+
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,BBB+
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],BBB+
COC(=O)C1C(C)=NC(C)=C(OC(C)=O)C1c1ccccc1[N+](=O)[O-],BBB+
COC(=O)c1c(C)cc([N+](=O)[O-])c(C(=O)OCCN(C)Cc2ccccc2)c1C1C=C(C)NC(C)=C1,BBB+
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1,BBB+
COP(=O)(CC(c1ccc(Cl)cc1)P(=O)(OC)OC)OC,BBB+
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,BBB+
COc1c2c(cc(F)c1N1CC3CCCNC3C1)C(=O)C(C(=O)O)=CC2NC1CC1,BBB+
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,BBB+
COc1cc(C)c([S+](C)[O-])cc1OC,BBB+
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,BBB+
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,BBB+
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,BBB+
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,BBB+
COc1ccc2c(C(=S)N(C)CC(=O)O)ccc(C(F)(F)F)c2c1,BBB+
COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccccc1,BBB+
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,BBB+
COc1cccc(CC(C)N)c1,BBB+
COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12,BBB+
COc1ccccc1OCCNCC(O)c1ccc(C)cc1S(N)(=O)=O,BBB+
COc1nc(C)nc(Cl)c1NC1=NCCN1,BBB+
CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,BBB+
CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,BBB+
CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,BBB+
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,BBB+
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)C[S],BBB+
CC12CC=C3C4=C(CCC3C1CCC2(O)CC#N)CC(=O)CC4,BBB+
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,BBB+
CC(C(=O)O)c1ccc(-c2cccc(F)c2)cc1,BBB+
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,BBB+
CC(C(=O)O)c1ccc(C2CCCC(=NO)C2)cc1,BBB+
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,BBB+
CC(N)C(O)c1ccccc1,BBB+
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,BBB+
CC(c1cc2ccccc2s1)N(O)C(N)=O,BBB+
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,BBB+
Cc1c(N(C)C)c(=N)n(-c2ccccc2)n1C,BBB+
Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)C2C)no1,BBB+
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,BBB+
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,BBB+
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cc(Cl)c[n+]2[O-])cn1,BBB+
Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,BBB+
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,BBB+
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,BBB+
Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,BBB+
Cc1cccc(C)c1NC(=O)C(C)N,BBB+
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,BBB+
Cc1cn(C2C=CC(CO)O2)c(=O)nc1N,BBB+
Cc1cnc(C(=O)O)c[n+]1[O-],BBB+
Cc1cnc(C[S+]([O-])c2nc3ccccc3[nH]2)cc1OCC(F)(F)F,BBB+
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,BBB+
Cc1nsc(NS(=O)(=O)c2ccc(N)cc2)c1C,BBB+
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,BBB+
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,BBB+
Cn1c2c(c3ccccc31)C(=O)C(Cn1ccnc1)CC2,BBB+
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCCc3ccccc3)CC2)cc1,BBB+
